locationid,Applicant,FacilityType,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,Location,Zip Codes
1336037,Paradise Catering,Truck,MINNA ST: 07TH ST to JULIA ST (600 - 666),621 MINNA ST,3727083,3727,83,19MFF-00051,EXPIRED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,"(37.77823283967358, -122.4108229895066)",28853
1337356,Tacos Rodriguez,Truck,OAKDALE AVE: INDUSTRIAL ST \ SELBY ST to TOLAND ST (2100 - 2199),2198 OAKDALE AVE,5590A008,5590A,8,19MFF-00077,EXPIRED,Tacos: burritos: quesadillas: soda & water,"(37.74099473500238, -122.4011723353864)",58
1334504,Natan's Catering,Truck,QUINT ST: ARTHUR AVE to CUSTER AVE (1 - 199),50 QUINT ST,5201001,5201,1,19MFF-00045,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,"(37.746470506647114, -122.38899080865444)",58
1010174,Julie's Hot Dogs,Truck,MISSION ST: 19TH ST to 20TH ST (2300 - 2399),2386 MISSION ST,3596119,3596,119,15MFF-0007,REQUESTED,Hot dogs: bacon-wrapped hot dogs: chicken burgers: energy drinks: water and various other drinks.,"(37.75887999201479, -122.41937920298372)",28859
1337787,Giant Burrito,Truck,GENEVA AVE: PRAGUE ST to LINDA VISTA STPS (1500 - 1598) -- SOUTH --,1500 GENEVA AVE,6418065,6418,65,19MFF-00088,REQUESTED,Tacos: Burritos: Tostadas: Flautas: Tostadas: Tortas: Pozole Menudo,"(37.712302604744416, -122.43164419037294)",28861
1184865,Subs on Hubs,Truck,05TH ST: HARRISON ST \ I-80 W OFF RAMP to PERRY ST (400 - 449),400 05TH ST,3760001,3760,1,18MFF-0059,EXPIRED,Italian subs: Cuban sandwich: Gyro,"(37.77871039190089, -122.4018393503297)",28856
1037691,Munch A Bunch,Truck,LARKIN ST: FERN ST to BUSH ST (1127 - 1199),1144 LARKIN ST,279012,279,12,17MFF-0197,EXPIRED,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,"(37.788527575313175, -122.41831368572115)",28858
1336730,Quan Catering,Truck,02ND ST: HOWARD ST to TEHAMA ST (200 - 227),222 02ND ST,3735063,3735,63,19MFF-00055,EXPIRED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,"(37.78631979828399, -122.39823507424884)",28855
934627,May Catering,Truck,04TH ST: CHINA BASIN ST to MISSION BAY BLVD (1300 - 1399),1322 04TH ST,1758 035,1758,35,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,"(37.763870760166135, -122.46060056387866)",56
1181507,John's Catering #5,Truck,14TH ST: SHOTWELL ST to SOUTH VAN NESS AVE (139 - 199),164 14TH ST,3530048,3530,48,18MFF-0045,EXPIRED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),"(37.76876525095856, -122.41690220595329)",28853
948140,Eli's Hot Dogs,Push Cart,JERROLD AVE: BARNEVELD AVE to END (2351 - 2369),101 BAY SHORE BLVD,5559018,5559,18,17MFF-0155,REQUESTED,various styles of hot dogs & sausages: chips: breakfast sandwiches: chili: soda: water:,"(37.746948295513135, -122.40339096031298)",58
1163786,"SOHOMEI, LLC",Truck,02ND ST: FEDERAL ST to SOUTH PARK (519 - 548),544 02ND ST,3775005,3775,5,18MFF-0028,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,"(37.782423563294664, -122.39323639939816)",28856
1337436,Liang Bai Ping,Truck,UNDERWOOD AVE: INGALLS ST to JENNINGS ST (1300 - 1399),1351 UNDERWOOD AVE,4811005,4811,5,19MFF-00079,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,"(37.7270146636245, -122.38749735902202)",58
934579,May Catering,Truck,29TH ST: DOLORES ST to CHURCH ST (200 - 299),210 29TH ST,6618010,6618,10,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,"(37.744039098601675, -122.4250941863309)",63
1334527,Natan's Catering,Truck,MARIN ST: END to MICHIGAN ST (800 - 899),888 MARIN ST,4358007,4358,7,19MFF-00045,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,"(37.74945832902701, -122.38508133967831)",58
1039786,Julie's Hot Dogs,,MISSION ST: 17TH ST to CLARION ALY (2100 - 2131),2101 MISSION ST,3575091,3575,91,17MFF-0196,REQUESTED,Hot dogs: bacon wrap hot dogs: chicken burgers: energy drinks: water & various drinks,"(37.76317461963382, -122.41900951477052)",28859
1174530,CC Acquisition LLC,Push Cart,VALENCIA ST: 16TH ST to 17TH ST (500 - 599),560 VALENCIA ST,3568009,3568,9,18MFF-0034,REQUESTED,Chai Tea,"(37.763858081360304, -122.4220826209929)",28859
934517,Scotch Bonnet,Truck,MONTGOMERY ST: POST ST to SUTTER ST (1 - 99),25 MONTGOMERY ST,0292001A,292,001A,17MFF-0094,EXPIRED,Jerk chicken: curry chicken: curry goat: curry dhal: Burritos: Fish: Ox tails: rice: beans: veggies.,"(37.78948669612784, -122.40246743800449)",28854
963987,Singh Brothers Ice Cream,Truck,FITZGERALD AVE: HAWES ST to INGALLS ST (1100 - 1199),1104 FITZGERALD AVE,4914022,4914,22,17MFF-0182,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,"(37.720174722649276, -122.38940711434189)",58
1334498,Natan's Catering,Truck,,Assessors Block 4227/Lot012,4227012,4227,12,19MFF-00045,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,"(37.75315510671546, -122.3911741844557)",28856
1332942,Mini Mobile Food Catering,Truck,FREMONT ST: END to NATOMA ST (116 - 169),147 FREMONT ST,3719003,3719,3,19MFF-00041,EXPIRED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,"(37.79018557063344, -122.39547172580944)",28855
1336739,Quan Catering,Truck,BRANNAN ST: HARRIET ST to LUCERNE ST (715 - 743),722 BRANNAN ST,3779132,3779,132,19MFF-00055,EXPIRED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,"(37.77444911077535, -122.40208723606301)",28853
1336752,Park's Catering,Truck,BURKE AVE: END to 03RD ST (1500 - 1599),1575 BURKE AVE,5203043,5203,43,19MFF-00056,EXPIRED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,"(37.744178447375724, -122.38671592975922)",58
934606,May Catering,Truck,23RD ST: HARRISON ST to TREAT AVE (3000 - 3053),3050 23RD ST,3639004B,3639,004B,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,"(37.75447643410747, -122.4128553632844)",28859
1334513,Natan's Catering,Truck,CESAR CHAVEZ ST: 03RD ST to TENNESSEE ST (1000 - 1099),Assessors Block 4315/Lot03008,431503008,4315,3008,19MFF-00045,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,"(0.0, 0.0)",
1353436,Alfaro Truck,Truck,VALENCIA ST: 14TH ST to ROSA PARKS LN (300 - 337),306 VALENCIA ST,3546001,3546,1,19MFF-00122,EXPIRED,Burritos: Tacos: Tortas: Quesadillas & Various Drinks.,"(37.767855269354264, -122.42248440416165)",28853
1034228,Julie's Hot Dogs,,MISSION ST: 14TH ST to 15TH ST (1800 - 1899),1850 MISSION ST,3547261,3547,261,17MFF-0196,REQUESTED,Hot dogs: bacon wrap hot dogs: chicken burgers: energy drinks: water & various drinks,"(37.76735502136977, -122.42051791382852)",28853
934554,"Casey's Pizza, LLC",Truck,SPEAR ST: MISSION ST to HOWARD ST (100 - 199),100 SPEAR ST,3717001,3717,1,17MFF-0104,EXPIRED,Artisan Pizzas (Margherita: Yukon Potato: Zoe's Pepperoni: Funghi: Brocolli Rabe: Bacon Kale:  Arugula) and Drinks.,"(37.792150548481686, -122.39399997405945)",28855
1336778,Golden Catering,Truck,JAMESTOWN AVE: GRIFFITH ST to CORONADO ST (800 - 850),835 JAMESTOWN AVE,4991277,4991,277,19MFF-00057,EXPIRED,Cold Truck: Pre-packaged Sandwiches: Various Beverages: Salads: Snacks,"(37.71717416180365, -122.39222247462405)",58
1037688,Munch A Bunch,Truck,PARNASSUS AVE: HILLWAY AVE to 03RD AVE (400 - 599),400 PARNASSUS AVE,1756001,1756,1,17MFF-0197,EXPIRED,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,"(37.763864032383225, -122.4583917498439)",56
934610,May Catering,Truck,CESAR CHAVEZ ST: EVANS AVE to KANSAS ST (2100 - 2550),2400 CESAR CHAVEZ ST,4328A005,4328A,5,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,"(37.749916469391025, -122.40113011221212)",28856
1337439,Liang Bai Ping,Truck,WALLACE AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1450 WALLACE AVE,4828024,4828,24,19MFF-00079,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,"(37.72614569247294, -122.38822774090347)",58
1163790,"SOHOMEI, LLC",Truck,TREAT AVE: DIVISION ST \ FLORIDA ST to ALAMEDA ST (1 - 99),Assessors Block 3902/Lot002,3902002,3902,2,18MFF-0028,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,"(37.76830699279999, -122.41200033609215)",28853
1181500,John's Catering #5,Truck,PINE ST: MONTGOMERY ST to BELDEN ST (400 - 489),555 CALIFORNIA ST,259026,259,26,18MFF-0045,EXPIRED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),"(37.79226163417749, -122.4034859553914)",28854
1332936,Mini Mobile Food Catering,Truck,ALAMEDA ST: HAMPSHIRE ST to BRYANT ST (2400 - 2599),Assessors Block 3905/Lot011,3905011,3905,11,19MFF-00041,EXPIRED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,"(37.76855707131207, -122.40961023629804)",28853
934586,May Catering,Truck,TREAT AVE: MISTRAL ST to END (630 - 699),630 TREAT AVE,3593038,3593,38,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,"(37.75995142942794, -122.41404968022418)",28859
1336761,Park's Catering,Truck,MARIN ST: KANSAS ST to HWY 101 N ON RAMP (2500 - 2599),2525 MARIN ST,4343001D,4343,001D,19MFF-00056,EXPIRED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,"(37.74761607223309, -122.40197697572432)",58
934584,May Catering,Truck,26TH ST: TREAT AVE \ TREAT WAY to LUCKY ST (3133 - 3164),3150 26TH ST,6524019A,6524,019A,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,"(37.74953311452312, -122.413116536729)",28859
1163797,"SOHOMEI, LLC",Truck,BURKE AVE: END to 03RD ST (1500 - 1599),1570 BURKE AVE,5203066,5203,66,18MFF-0028,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,"(37.74475219161639, -122.38567924872147)",58
1336746,Park's Catering,Truck,RANKIN ST: DAVIDSON AVE to EVANS AVE (200 - 299),220 RANKIN ST,5215016,5215,16,19MFF-00056,EXPIRED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,"(37.74646978811481, -122.3915152387716)",58
934604,May Catering,Truck,NAPOLEON ST: SELBY ST to EVANS AVE \ TOLAND ST (1 - 98),Assessors Block 4347a/Lot004,4347a004,4347a,4,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,"(37.7478431533724, -122.39457521495656)",58
1337614,"The New York Frankfurter Co. of CA, Inc. DBA: Annie's Hot Dogs",Push Cart,MARKET ST: 04TH ST \ ELLIS ST \ STOCKTON ST to POWELL ST (800 - 890) -- NORTH --,870 MARKET ST,329005,329,5,19MFF-00082,EXPIRED,Soft pretzels: hot dogs: sausages: chips: popcorn: soda: espresso: cappucino: pastry: ica cream: ices: italian sausage: shish-ka-bob: churros: juice: water: various drinks,"(37.78511092044776, -122.40742266827704)",28852
1336040,Paradise Catering,Truck,MISSION ST: 06TH ST to 07TH ST (1000 - 1099),1045 MISSION ST,3726109,3726,109,19MFF-00051,EXPIRED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,"(37.77974457293879, -122.40964834306061)",28853
1366268,Golden Gate Halal Food,Push Cart,MARKET ST: MASON ST \ TURK ST to 06TH ST \ GOLDEN GATE AVE \ TAYLOR ST (943 - 999) -- SOUTH --,979 MARKET ST,3704068,3704,68,19MFF-00126,REQUESTED,Pulao Plates & Sandwiches: Various Drinks,"(37.78228077241861, -122.40953118731998)",28853
963989,Singh Brothers Ice Cream,Truck,YOSEMITE AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1420 YOSEMITE AVE,4831012,4831,12,17MFF-0182,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,"(37.725181700728754, -122.38819268844395)",58
1163787,"SOHOMEI, LLC",Truck,MASONIC AVE: MCALLISTER ST to FULTON ST (500 - 599),500 MASONIC AVE,1175018,1175,18,18MFF-0028,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,"(37.77655004281911, -122.44630763555782)",29492
1181509,John's Catering #5,Truck,,50 IVY ST,811001,811,1,18MFF-0045,EXPIRED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),"(37.77812837973375, -122.41865212999701)",28852
1336774,Golden Catering,Truck,BAY SHORE BLVD: LELAND AVE to VISITACION AVE (2401 - 2499) -- EAST --,2401 BAY SHORE BLVD,5087003A,5087,003A,19MFF-00057,EXPIRED,Cold Truck: Pre-packaged Sandwiches: Various Beverages: Salads: Snacks,"(37.71093379298104, -122.40278453800981)",309
1337449,Liang Bai Ping,Truck,DONNER AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1450 DONNER AVE,4882025,4882,25,19MFF-00079,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,"(37.72305650933894, -122.39111194064196)",58
1336757,Park's Catering,Truck,ARELIOUS WALKER DR: PALOU AVE to QUESADA AVE (1300 - 1399),Assessors Block 4755/Lot049,4755049,4755,49,19MFF-00056,EXPIRED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,"(37.726382932182176, -122.37843478266778)",58
934611,May Catering,Truck,CESAR CHAVEZ ST: EVANS AVE to KANSAS ST (2100 - 2550),2300 CESAR CHAVEZ ST,4328A007,4328A,7,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,"(37.749945285757114, -122.40042088443762)",28856
934552,"Casey's Pizza, LLC",Truck,MISSION ST: NEW MONTGOMERY ST to ANNIE ST (635 - 664),654 MISSION ST,3707019,3707,19,17MFF-0104,EXPIRED,Artisan Pizzas (Margherita: Yukon Potato: Zoe's Pepperoni: Funghi: Brocolli Rabe: Bacon Kale:  Arugula) and Drinks.,"(37.78718284771541, -122.40123480885063)",28855
1334515,Natan's Catering,Truck,07TH ST: HOOPER ST to IRWIN ST (1100 - 1199),1140 07TH ST,3820002,3820,2,19MFF-00045,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,"(37.7682493867935, -122.39843065021364)",28856
934613,May Catering,Truck,POTRERO AVE: ALAMEDA ST to 15TH ST (100 - 199),100 POTRERO AVE,3920001,3920,1,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,"(37.768075885952655, -122.40828959528693)",28853
1337451,Liang Bai Ping,Truck,FREMONT ST: NATOMA ST to HOWARD ST (170 - 199),Assessors Block 3720/Lot001,3720001,3720,1,19MFF-00079,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,"(37.78969136758703, -122.39659563708379)",28855
1336729,Quan Catering,Truck,SELBY ST: HUDSON AVE to INNES AVE (500 - 599),500 SELBY ST,5264049,5264,49,19MFF-00055,EXPIRED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,"(37.74449821321117, -122.39695540584154)",58
1337445,Liang Bai Ping,Truck,BANCROFT AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1460 BANCROFT AVE,4850038,4850,38,19MFF-00079,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,"(37.72441324329633, -122.39015723961076)",58
1337425,Liang Bai Ping,Truck,PALOU AVE: END to GRIFFITH ST (904 - 999),931 PALOU AVE,4755042,4755,42,19MFF-00079,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,"(37.72673391124156, -122.37897200523552)",58
453012,Tacos Santana,,CARROLL AVE: QUINT ST to BAY SHORE BLVD \ THORNTON AVE (2100 - 2199),2101 CARROLL AVE,5436012,5436,12,13MFF-0112,EXPIRED,,"(37.73022168130492, -122.40297852668597)",58
1090090,Tacos El Primo,Truck,WILLIAMS AVE: APOLLO ST to PHELPS ST \ VESTA ST (300 - 399),345 WILLIAMS AVE,5423A009,5423A,9,18MFF-0006,REQUESTED,Mexican food: tacos: burritos: tortas: various meat and chicken and fish plate: chile relleno plate: fish plate: bread: flan: rice pudding: bread: fruit juice: vegetable juice: coffee: tea,"(37.72980548057414, -122.39924710472444)",58
1336674,Mike's Catering,Truck,STANFORD ST: BRANNAN ST to TOWNSEND ST (1 - 100),Assessors Block 3788/Lot002,3788002,3788,2,19MFF-00054,EXPIRED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,"(37.78107467807542, -122.39170566116685)",28856
1341239,Halal Cart of San Francisco,Push Cart,MARKET ST: STEUART ST to SPEAR ST (1 - 99) -- SOUTH --,1 MARKET ST,3713006,3713,6,19MFF-00109,EXPIRED,Halal Gyro over Rice: Halal Chicken over Rice: Halal Gyro: and Chicken Sandwich,"(37.793871507150634, -122.39486523862108)",28855
1337051,Roadside Rotisserie Corporation / Country Grill,Truck,BUSH ST: 01ST ST \ MARKET ST to BATTERY ST (1 - 99),1 BUSH ST,290011,290,11,19MFF-00064,EXPIRED,Rotisserie Chicken: Ribs: Kickass Salad: Potatos w/fat dripping: chicken wrap.,"(37.79092150726921, -122.4001004237385)",28854
1181502,John's Catering #5,Truck,BRANNAN ST: 05TH ST to 06TH ST \ I-280 NORTHBOUND \ I-280 SOUTHBOUND (600 - 699),610 BRANNAN ST,3778047,3778,47,18MFF-0045,EXPIRED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),"(37.776626919922286, -122.39955550378664)",28856
934574,May Catering,Truck,MARIN ST: KANSAS ST to HWY 101 N ON RAMP (2500 - 2599),2525 MARIN ST,4343001D,4343,001D,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,"(37.74761607223309, -122.40197697572432)",58
1163793,"SOHOMEI, LLC",Truck,CESAR CHAVEZ ST: SOUTH VAN NESS AVE to CAPP ST \ MISSION ST (3300 - 3398) -- NORTH --,3300 CESAR CHAVEZ ST,6571011,6571,11,18MFF-0028,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,"(37.74854979425914, -122.41617066200786)",28859
1336032,Paradise Catering,Truck,GRACE ST: MISSION ST to HOWARD ST (1 - 99),65 GRACE ST,3509029,3509,29,19MFF-00051,EXPIRED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,"(37.77494453482052, -122.41443674475164)",28853
1336029,Paradise Catering,Truck,FRANKLIN ST: HAYES ST to IVY ST (300 - 348),300 FRANKLIN ST,810001,810,1,19MFF-00051,EXPIRED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,"(37.77765783621035, -122.42065233083324)",28852
1337355,Tacos Rodriguez,Truck,MENDELL ST: GALVEZ AVE to HUDSON AVE (600 - 699),600 MENDELL ST,5254037,5254,37,19MFF-00077,EXPIRED,Tacos: burritos: quesadillas: soda & water,"(37.73967879180792, -122.38649338455488)",58
934625,May Catering,Truck,,Assessors Block 8710/Lot003,8710003,8710,3,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,"(37.77064539839084, -122.3934769371996)",310
1336767,Park's Catering,Truck,NEWHALL ST: MENDELL ST to EVANS AVE (200 - 399),300 NEWHALL ST,5203041,5203,41,19MFF-00056,EXPIRED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,"(37.74322468386162, -122.38534297342117)",58
1336743,Quan Catering,Truck,ALANA WAY: COUNTY LINE intersection,151 EXECUTIVE PARK BLVD,4991089,4991,89,19MFF-00055,EXPIRED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,"(0.0, 0.0)",
1334510,Natan's Catering,Truck,03RD ST: 18TH ST to 19TH ST (2101 - 2199) -- EAST --,2101 03RD ST,4045004,4045,4,19MFF-00045,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,"(0.0, 0.0)",
1332940,Mini Mobile Food Catering,Truck,11TH ST: FOLSOM ST to HARRISON ST (300 - 399),355 11TH ST,3520027,3520,27,19MFF-00041,EXPIRED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,"(37.77146721590103, -122.41287229420975)",28853
934590,May Catering,Truck,BERRY ST: 05TH ST to 06TH ST (300 - 399),301 BERRY ST,8708002,8708,2,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,"(37.77433766636957, -122.39405328631256)",310
1336765,Park's Catering,Truck,NEWHALL ST: MENDELL ST to EVANS AVE (200 - 399),330 NEWHALL ST,5203035,5203,35,19MFF-00056,EXPIRED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,"(37.74298987477535, -122.38677326717601)",58
1345312,Shah's Halal Food,Push Cart,MARKET ST: BATTERY ST to SUTTER ST (540 - 558) -- NORTH --,532 MARKET ST,290012,290,12,19MFF-00120,EXPIRED,Chicken Gyro: Lamb Gyro: Chiken Gyro Plate: Lamb Gyro Plate: Combination Gyro Plate.,"(37.79054831818324, -122.40033367367877)",28854
1337440,Liang Bai Ping,Truck,WALLACE AVE: JENNINGS ST to KEITH ST (1500 - 1599),1500 WALLACE AVE,4829002,4829,2,19MFF-00079,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,"(37.726725793811774, -122.38924985802704)",58
1334508,Natan's Catering,Truck,26TH ST: RHODE ISLAND ST to KANSAS ST (2200 - 2299),Assessors Block 4281a/Lot012A,4281a012A,4281a,012A,19MFF-00045,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,"(37.75076076946013, -122.40154029135653)",28856
1163801,"SOHOMEI, LLC",Truck,ELLIS ST: LARKIN ST to POLK ST (700 - 799),730 ELLIS ST,717006,717,6,18MFF-0028,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,"(37.78442073689951, -122.41840535178247)",28858
1336036,Paradise Catering,Truck,HOWARD ST: 08TH ST to 09TH ST (1200 - 1299),1252 HOWARD ST,3728018,3728,18,19MFF-00051,EXPIRED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,"(37.775725484934796, -122.41265612258891)",28853
1047831,The Chef Station,Truck,10TH ST: FELL ST \ MARKET ST \ POLK ST to END (1 - 18),8 10TH ST,3507041,3507,41,17MFF-0203,REQUESTED,South American/Peruvian food,"(37.7758255197583, -122.41724962664345)",28853
